Posizione,Interprete,Canzone,anno,Autori,Sesso,Tematiche,Pos
1º,Alexia,Per dire di no,2003,A. Salerno e Alexia,F,['dire'],1
2º,Alex Britti,7000 caffè,2003,A. Britti,M,"['7000', 'caffè']",2
3º,Sergio Cammariere,Tutto quello che un uomo,2003,R. Kunstler e S. Cammariere,M,['uomo'],3
4º,Enrico Ruggeri e Andrea Mirò,Nessuno tocchi Caino,2003,E. Ruggeri e A. Mirò,G,"['tocchi', 'caino']",4
5º,Syria,L'amore è,2003,Jovanotti,F,['amore'],5
6º,Lisa,Oceano,2003,"M. Malavasi, Leozed e A. Sandri",F,['oceano'],6
7º,Giuni Russo,Morirò d'amore,2003,"G. Russo, V. Magelli e M. A. Sisini",F,"['morirò', 'amore']",7
8º,Silvia Salemi,Nel cuore delle donne,2003,G. Artegiani e S. Salemi,F,"['cuore', 'donne']",8
9º,Antonella Ruggiero,Di un amore,2003,A. Ruggiero e A. Volpe,F,['amore'],9
10º,Luca Barbarossa,Fortuna,2003,L. Barbarossa,M,['fortuna'],10
11º,Nino D'Angelo,'A storia 'e nisciuno,2003,N. D'Angelo e N. Tortora,M,"['storia', 'nisciuno']",11
12º,Cristiano De André,Un giorno nuovo,2003,"C. De André, O. Malaspina, M. Talamo, S. Melone e D. Fossati",M,"['giorno', 'nuovo']",12
13º,Fausto Leali,Eri tu,2003,F. Leali e G. Panceri,M,['eri'],13
14º,Anna Oxa,Cambierò,2003,"M. Falagiani, M. Carnesecchi e A. Oxa",F,['cambierò'],14
15º,Eiffel 65,Quelli che non hanno età,2003,"D. Capuano, M. Lobina, G. Ponte, G. Randone e G. Colla",G,"['hanno', 'età']",15
16º,Bobby Solo e Little Tony,Non si cresce mai,2003,"G. Bigazzi, G. Gastaldo e R. Satti",G,['cresce'],16
17º,Anna Tatangelo e Federico Stragà,Volere volare,2003,Bungaro e C. Passavanti,G,"['volere', 'volare']",17
18º,Negrita,Tonight,2003,"F. Barbacci, P. Bruni, F. Li Causi, C. Petricich e E. Salvi",G,['tonight'],18
19º,Amedeo Minghi,Sarà una canzone,2003,A. Minghi,M,"['sarà', 'canzone']",19
20º,Iva Zanicchi,Fossi un tango,2003,L. Lana e A. Donati,F,"['fossi', 'tango']",20
1º,Marco Masini,L'uomo volante,2004,"M. Masini, G. Dati e G. Orlandi",M,"['uomo', 'volante']",1
2º,Mario Rosini,Sei la vita mia,2004,"L. Leone, L. Patruno, C. Noto, L. Rana e G. Giorgilli",M,['vita'],2
3º,Linda,"Aria, sole, terra e mare",2004,"L. Valori, L. Bruti, M. Di Paolo, D. De Santis",F,"['aria', 'sole', 'terra', 'mare']",3
4º,Paolo Meneguzzi,Guardami negli occhi (prego),2004,"P. Meneguzzo, R. Di Bella, L. Mattioni e D. Melotti",M,"['guardami', 'occhi', 'prego']",4
5º,Bungaro,Guardastelle,2004,G. Romanelli e Antonio Calò,M,['guardastelle'],5
6º,Massimo Modugno e Gipsy Kings,Quando l'aria mi sfiora,2004,Mogol e G. Bella,G,"['aria', 'sfiora']",6
7º,Stefano Picchi,Generale Kamikaze,2004,S. Picchi,M,"['generale', 'kamikaze']",7
8º,Morris Albert e Mietta,Cuore,2004,S. Dall'Ora e S. Boffa,G,['cuore'],8
9º,Neffa,Le ore piccole,2004,G. Pellino,M,"['ore', 'piccole']",9
10º,Mario Venuti,Crudele,2004,M. Venuti e Kaballà,M,['crudele'],10
11º,DJ Francesco,Era bellissimo,2004,"F. Facchinetti, S. Lucato, D. Primiceri e A. Rapetti",M,"['era', 'bellissimo']",11
12º,Simone Tomassini,È stato tanto tempo fa,2004,S. Tomassini,M,"['stato', 'tanto', 'tempo', 'fa']",12
13º,DB Boulevard e Bill Wyman,Basterà,2004,"A. Ventura, R. Palù e D. Benedetti",G,['basterà'],13
14º,Andrea Mingardi e The Blues Brothers Band,È la musica,2004,A. Mingardi e M. Tirelli,G,['musica'],14
15º,Omar Pedrini,Lavoro inutile,2004,O. Pedrini,M,"['lavoro', 'inutile']",15
16º,Daniele Groff,Sei un miracolo,2004,D. Groff e M. Patrignani,M,['miracolo'],16
17º,Adriano Pappalardo,Nessun consiglio,2004,"R. Scarpetta, A. Pappalardo, L. Chiaravalli e G. Moretti",M,"['nessun', 'consiglio']",17
18º,Veruska,Un angelo legato a un palo,2004,"Mogol, G. Bella e R. Bella",F,"['angelo', 'legato', 'palo']",18
19º,Andrè,Il nostro amore,2004,"M. Canigiula, S. Labate e C. Labate",M,['amore'],19
20º,Danny Losito e Las Ketchup,Single,2004,D. Losito e M. Mariello,G,['single'],20
21º,Pacifico,Solo un sogno,2004,L. De Crescenzo,M,['sogno'],21
22º,Piotta,Ladro di te,2004,"T. Zanello, E. Rubbi e M. Altomare",M,['ladro'],22
1,Francesco Renga,Angelo,2005,F. Renga e M. Zappatini,M,['angelo'],1
2,Toto Cutugno con Annalisa Minetti,Come noi nessuno al mondo,2005,S. Cutugno,G,['mondo'],2
3,Antonella Ruggiero,Echi d'infinito,2005,M. Venuti e Kaballà,F,"['echi', 'infinito']",3
4,Nicky Nicolai e Stefano Di Battista Jazz Quartet,Che mistero è l'amore,2005,"M. Fabrizio, G. Lucariello e P. Marino",G,"['mistero', 'amore']",4
5,Laura Bono,Non credo nei miracoli,2005,L. Bonometti e M. Natale,F,"['credo', 'miracoli']",5
F,Marcella Bella,Uomo bastardo,2005,G. Bella e S. Pieroni,F,"['uomo', 'bastardo']",F
F,La Differenza,Che farò,2005,"F. Falcone, G. Martinelli e R. Zaccagna",F,['farò'],F
F,Alexia,Da grande,2005,"A. Aquilani, G. Fulcheri, G. Cominotti e M. Fabrizio",F,[],F
F,Matia Bazar,Grido d'amore,2005,P. Cassano e G. Golzi,G,"['grido', 'amore']",F
F,Gigi D'Alessio,L'amore che non c'è,2005,L. D'Alessio e V. D'Agostino,M,"['amore', 'c']",F
F,Veronica Ventavoli,L'immaginario,2005,D. Calvetti e M. Ciappelli,F,['immaginario'],F
F,Peppino di Capri,La panchina,2005,"P. di Capri, C. Piccinelli, Depsa",M,['panchina'],F
F,Marco Masini,Nel mondo dei sogni,2005,"M. Masini, G Orlandi e G. Dati",M,"['mondo', 'sogni']",F
F,Le Vibrazioni,Ovunque andrò,2005,F. Sarcina,G,"['ovunque', 'andrò']",F
F,Anna Tatangelo,Ragazza di periferia,2005,"L. D'Alessio, A. Pennino e V. D'Agostino",F,"['ragazza', 'periferia']",F
NF (E4),DJ Francesco Band,Francesca,2005,"A Rapetti, F. Facchinetti e D. Primiceri",G,['francesca'],NF (E4)
NF (E4),Paolo Meneguzzi,Non capiva che l'amavo,2005,"P. Meneguzzi, D. Melotti e R. Di Bella",M,"['capiva', 'amavo']",NF (E4)
NF (E4),Marina Rei,Fammi entrare,2005,"M. Rei, D. Sinigallia e R. Sinigallia",F,"['fammi', 'entrare']",NF (E4)
NF (E4),Nicola Arigliano,Colpevole,2005,"F. Fasano, G. Grottoli e A. Vaschetti",M,['colpevole'],NF (E4)
NF (E4),Giovanna D'Angi,Fammi respirare,2005,M. Pappalardo e G. Caruso,F,"['fammi', 'respirare']",NF (E4)
NF (E4),Max De Angelis,Sono qui per questo,2005,"D. Calvetti, M. De Angelis e M. Ciappelli",M,[],NF (E4)
NF (E4),Equ,L'idea,2005,"V. Crociani, D. Boscherini e G. Graziani",G,['idea'],NF (E4)
NF (E3),Franco Califano,Non escludo il ritorno,2005,F. Zampaglione e F. Califano,M,"['escludo', 'ritorno']",NF (E3)
NF (E3),Velvet,Dovevo dirti molte cose,2005,"A. Sgreccia, G. Cornetta, P. Ferrantini e P. Bazzoffi",F,"['dovevo', 'dirti', 'molte', 'cose']",NF (E3)
NF (E3),Christian Lo Zito,Segui il tuo cuore,2005,G. Furnari,M,"['segui', 'cuore']",NF (E3)
NF (E3),Sabrina Guida,Vorrei,2005,"S. Guida, R. D'Aquino e W. Esposito",F,['vorrei'],NF (E3)
NF (E3),Modà,Riesci a innamorarmi,2005,F. Silvestre,G,"['riesci', 'innamorarmi']",NF (E3)
NF (E2),Paola & Chiara,A modo mio,2005,C. Iezzi e P. Iezzi,G,['modo'],NF (E2)
NF (E2),Umberto Tozzi,Le parole,2005,U. Tozzi e R. Ancillotti,M,['parole'],NF (E2)
NF (E2),Concido,Ci vuole k...,2005,"A. Plebani, G. Costantini, M. Tarantelli",G,"['vuole', 'k']",NF (E2)
NF (E2),Enrico Boccadoro,Dov'è la terra capitano,2005,E. Boccadoro,M,"['dov', 'terra', 'capitano']",NF (E2)
NF (E2),Negramaro,Mentre tutto scorre,2005,G. Sangiorgi,G,"['mentre', 'scorre']",NF (E2)
1,Povia,Vorrei avere il becco,2006,G. Povia,M,"['vorrei', 'avere', 'becco']",1
2,Nomadi,Dove si va,2006,"C. Cattini, D. Sacco, M. Vecchi e G. Carletti",G,"['dove', 'va']",2
3,Anna Tatangelo,Essere una donna,2006,Mogol e G. D'Alessio,F,"['essere', 'donna']",3
4,Riccardo Maffoni,Sole negli occhi,2006,R. Maffoni,M,"['sole', 'occhi']",4
F,Simone Cristicchi,Che bella gente,2006,S. Cristicchi e S. Cipollone,M,['gente'],F
F,Dolcenera,Com'è straordinaria la vita,2006,"Dolcenera, L. Imerico e R. Pacco",F,"['com', 'straordinaria', 'vita']",F
F,Michele Zarrillo,L'alfabeto degli amanti,2006,V. Incenzo e M. Zarrillo,M,"['alfabeto', 'amanti']",F
F,Zero Assoluto,Svegliarsi la mattina,2006,"M. Maffucci, T. De Gasperi, D. Pao, E. Sognato",G,"['svegliarsi', 'mattina']",F
NF (E4),Simona Bencini,Tempesta,2006,S. Bencini ed E. Toffoli,F,['tempesta'],NF (E4)
NF (E4),Nicky Nicolai,Lei ha la notte,2006,"T. Blu, N. Nicolai, M. Rinalduzzi e M. D'Angelo",F,"['ha', 'notte']",NF (E4)
NF (E4),Ron,L'uomo delle stelle,2006,Ron,M,"['uomo', 'stelle']",NF (E4)
NF (E4),Alex Britti,Solo con te,2006,A. Britti,M,[],NF (E4)
NF (E4),I Ragazzi di Scampia con Gigi Finizio,Musica e speranza,2006,Mogol e G. D'Alessio,G,"['musica', 'speranza']",NF (E4)
NF (E4),Sugarfree,Solo lei mi dà,2006,"F. Zampaglione, M. Amantia, G. Lo Iacono e M. Salom",G,['dà'],NF (E4)
NF (E4),Monia Russo,Un mondo senza parole,2006,B. Illiano,F,"['mondo', 'parole']",NF (E4)
NF (E4),L'Aura,Irraggiungibile,2006,L'Aura,F,['irraggiungibile'],NF (E4)
NF (E4),Helena Hellwig,Di luna morirei,2006,"C. De Bei, Mango e R. Petruzzi",F,"['luna', 'morirei']",NF (E4)
NF (E4),Tiziano Orecchio,Preda innocente,2006,M. Di Franco e A. Zuppini,M,"['preda', 'innocente']",NF (E4)
NF (E3),"Noa, Carlo Fava & Solis String Quartet",Un discorso in generale,2006,C. Fava e G. Martinelli,G,"['discorso', 'generale']",NF (E3)
NF (E3),Ivana Spagna,Noi non possiamo cambiare,2006,M. Morante,F,"['possiamo', 'cambiare']",NF (E3)
NF (E3),Luca Dirisio,Sparirò,2006,L. Dirisio,M,['sparirò'],NF (E3)
NF (E3),Andrea Ori,Nel tuo mare,2006,"C. Ori, A. Ori e M. Vergnaghi",M,['mare'],NF (E3)
NF (E3),Ameba 4,Rido... forse mi sbaglio,2006,F. Properzi,G,"['rido', 'forse', 'sbaglio']",NF (E3)
NF (E3),Ivan Segreto,Con un gesto,2006,I. Segreto,M,['gesto'],NF (E3)
NF (E2),Anna Oxa,Processo a me stessa,2006,"P. Panella, A. Oxa e A. Miori",F,"['processo', 'stessa']",NF (E2)
NF (E2),Mario Venuti e Arancia Sonora,Un altro posto nel mondo,2006,M. Venuti e Kaballà,G,"['posto', 'mondo']",NF (E2)
NF (E2),Gianluca Grignani,Liberi di sognare,2006,G. Grignani,M,"['liberi', 'sognare']",NF (E2)
NF (E2),Antonello,Capirò crescerai,2006,A. Carozza e S. Pietroluongo,M,"['capirò', 'crescerai']",NF (E2)
NF (E2),Deasonika,Non dimentico più...,2006,"M. Zanotti, W. Clemente, S. Facchi, M. Trentacoste e F. Tumminelli",G,['dimentico'],NF (E2)
NF (E2),Virginio,Davvero,2006,V. Simonelli e P. Agosta,M,['davvero'],NF (E2)
1º,Simone Cristicchi,Ti regalerò una rosa,2007,S. Cristicchi,M,"['regalerò', 'rosa']",1
2º,Al Bano,Nel perdono,2007,"R. Zero, V. Incenzo, A. Paoletti e Y. Carrisi",M,['perdono'],2
3º,Piero Mazzocchetti,Schiavo d'amore,2007,G. Morra e M. Fabrizio,M,"['schiavo', 'amore']",3
4º,Daniele Silvestri,La paranza,2007,D. Silvestri,M,['paranza'],4
5º,Mango,Chissà se nevica,2007,G. Mango e C. De Bei,M,"['chissà', 'nevica']",5
6º,Paolo Meneguzzi,Musica,2007,"P. Meneguzzi, R. Di Bella e D. Melotti",M,['musica'],6
7º,Tosca,Il terzo fuochista,2007,"R. Mascellino, M. Venturiello e Tosca",F,"['terzo', 'fuochista']",7
8º,Francesco con Roby Facchinetti,Vivere normale,2007,"S. Bertolotti, D. Calvetti, M. Ciappelli e F. Facchinetti",G,"['vivere', 'normale']",8
9º,Zero Assoluto,Appena prima di partire,2007,"M. Maffucci, T. De Gasperi, D. Pao ed E. Sognato",G,"['appena', 'prima', 'partire']",9
10º,Antonella Ruggiero,Canzone fra le guerre,2007,C. Carrara e A. Ruggiero,F,"['canzone', 'guerre']",10
nan,Amalia Gré,Amami per sempre,2007,"A. Grezio, M. Ranauro e P. Palma",F,"['amami', 'sempre']",nan
nan,Marcella e Gianni Bella,Forever per sempre,2007,Mogol e G. Bella,G,"['forever', 'sempre']",nan
nan,Stadio,Guardami,2007,S. Grandi e G. Curreri,G,['guardami'],nan
nan,Paolo Rossi,In Italia si sta male (si sta bene anziché no),2007,R. Gaetano,M,"['italia', 'sta', 'male', 'sta', 'bene', 'anziché']",nan
nan,Nada,Luna in piena,2007,N. Malanima,F,"['luna', 'piena']",nan
nan,Johnny Dorelli,Meglio così,2007,G. Calabrese e G. Ferrio,M,['meglio'],nan
nan,Fabio Concato,Oltre il giardino,2007,F. Concato,M,"['oltre', 'giardino']",nan
nan,Leda Battisti,Senza me ti pentirai,2007,L. Battisti e A. Battaglia,F,['pentirai'],nan
nan,Milva,The Show Must Go On,2007,G. Faletti,F,"['the', 'show', 'must', 'go', 'on']",nan
nan,Velvet,Tutto da rifare,2007,"A. Sgreccia, G. Cornetta, P. Ferrantini e P. Bazzoffi",F,['rifare'],nan
1º,Giò Di Tonno e Lola Ponce,Colpo di fulmine,2008,G. Nannini,G,"['colpo', 'fulmine']",1
2º,Anna Tatangelo,Il mio amico,2008,L. D'Alessio,F,['amico'],2
3º,Fabrizio Moro,Eppure mi hai cambiato la vita,2008,F. Moro,M,"['hai', 'cambiato', 'vita']",3
4º,Toto Cutugno,Un falco chiuso in gabbia,2008,S. Cutugno e D. De Marinis,M,"['falco', 'chiuso', 'gabbia']",4
5º,Finley,Ricordi,2008,"C. Ruggiero, D. Persoglio, M. Pedretti, S. Mantegazza e D. Calvio",G,['ricordi'],5
6º,Paolo Meneguzzi,Grande,2008,"L. Panceri, P. Meneguzzo e D. Melotti",M,[],6
7º,Sergio Cammariere,L'amore non si spiega,2008,R. Kunstler e S. Cammariere,M,"['amore', 'spiega']",7
8º,Gianluca Grignani,Cammina nel sole,2008,G. Grignani,M,"['cammina', 'sole']",8
9º,Little Tony,Non finisce qui,2008,D. Amerio,M,['finisce'],9
10º,Eugenio Bennato,Grande sud,2008,E. Bennato,M,['sud'],10
11º,Mietta,Baciami adesso,2008,P. Panella e D. Ronda,F,"['baciami', 'adesso']",11
12º,Max Gazzè,Il solito sesso,2008,F. Gazzè e M. Gazzè,M,"['solito', 'sesso']",12
13º,L'Aura,Basta!,2008,L. Abela,F,['basta'],13
14º,Frankie hi-nrg mc,Rivoluzione,2008,"F. Di Gesù, F. Bruni e C. Galbignani",M,['rivoluzione'],14
15º,Michele Zarrillo,L'ultimo film insieme,2008,G. Artegiani e M. Zarrillo,M,"['ultimo', 'film', 'insieme']",15
16º,Tricarico,Vita tranquilla,2008,F. Tricarico,M,"['vita', 'tranquilla']",16
17º,Tiromancino,Il rubacuori,2008,F. Zampaglione,G,['rubacuori'],17
18º,Amedeo Minghi,Cammina cammina,2008,G. Marcucci e A. Minghi,M,"['cammina', 'cammina']",18
19º,Mario Venuti,A ferro e fuoco,2008,M. Venuti e Kaballà,M,"['ferro', 'fuoco']",19
Esclusa,Loredana Bertè,Musica e parole,2008,"L. Bertè, A. Radius e O. Avogadro",F,"['musica', 'parole']",Esclusa
1º,Marco Carta,La forza mia,2009,P. Carta,M,['forza'],1
2º,Povia,Luca era gay,2009,G. Povia,M,"['luca', 'era', 'gay']",2
3º,Sal Da Vinci,Non riesco a farti innamorare,2009,"V. D'Agostino, L. D'Alessio e S. M. Sorrentino",M,"['riesco', 'farti', 'innamorare']",3
F,Francesco Renga,Uomo senza età,2009,F. Renga e M. Zappatini,M,"['uomo', 'età']",F
F,Fausto Leali,Una piccola parte di te,2009,G. Fasano e F. Berlincioni,M,"['piccola', 'parte']",F
F,Marco Masini,L'Italia,2009,M. Masini e B. Dati,M,['italia'],F
F,Patty Pravo,E io verrò un giorno là,2009,A. Cutri,F,"['verrò', 'giorno', 'là']",F
F,Alexia feat. Mario Lavezzi,Biancaneve,2009,Mogol e M. Lavezzi,G,['biancaneve'],F
F,Al Bano,L'amore è sempre amore,2009,G. Morra e M. Fabrizio,M,"['amore', 'sempre', 'amore']",F
F,"Pupo, Paolo Belli e Youssou N'Dour",L'opportunità,2009,Mogol e E. Ghinazzi,G,['opportunità'],F
NF,Dolcenera,Il mio amore unico,2009,"Dolcenera, S. Lanza, G. P. Ameli e O. Avogadro",F,"['amore', 'unico']",NF
NF,Gemelli DiVersi,Vivi per un miracolo,2009,"L. Aleotti, A. Merli, E. Busnaghi e F. Stranges",G,"['vivi', 'miracolo']",NF
NF,Nicky Nicolai e Stefano Di Battista,Più sole,2009,L. Cherubini e S. Di Battista,G,['sole'],NF
NF,Afterhours,Il paese è reale,2009,"M. Agnelli, G. Ciccarelli, R. D'Erasmo, E. Gabrielli e G. Prette",G,"['paese', 'reale']",NF
NF,Tricarico,Il bosco delle fragole,2009,F. Tricarico,M,"['bosco', 'fragole']",NF
NF,Iva Zanicchi,Ti voglio senza amore,2009,F. Berlincioni e G. Fasano,F,['amore'],NF
1º,Valerio Scanu,Per tutte le volte che...,2010,P. Carone,M,['volte'],1
2º,Pupo ed Emanuele Filiberto con Luca Canonici,Italia amore mio,2010,E. Filiberto ed E. Ghinazzi,G,"['italia', 'amore']",2
3º,Marco Mengoni,Credimi ancora,2010,"M. Mengoni, S. Fabiani, M. Calabrese e P. Calabrese",M,"['credimi', 'ancora']",3
F (4º)[19],Noemi,Per tutta la vita,2010,D. Calvetti e M. Ciappelli,F,"['tutta', 'vita']",4
F (5º)[20],Malika Ayane,Ricomincio da qui,2010,"M. Ayane, Pacifico e F. Arnò",F,['ricomincio'],5
F (6º)[21],Irene Fornaciari feat. Nomadi,Il mondo piange,2010,"A. Fornaciari, D. Dattoli e I. Fornaciari",G,"['mondo', 'piange']",6
F (7º)[22],Simone Cristicchi,Meno male,2010,"S. Cristicchi, F. Di Gesù, E. Marcelli e A. Canini",M,"['meno', 'male']",7
F (8º)[23],Irene Grandi,La cometa di Halley,2010,F. Bianconi e I. Grandi,F,"['cometa', 'halley']",8
F (9º)[24],Arisa,Malamorenò,2010,G. Anastasi,F,['malamorenò'],9
F (10º)[25],Povia,La verità,2010,G. Povia,M,['verità'],10
NF,Enrico Ruggeri,La notte delle fate,2010,E. Ruggeri,M,"['notte', 'fate']",NF
NF,Fabrizio Moro,Non è una canzone,2010,F. Mobrici,M,['canzone'],NF
NF,Nino D'Angelo con Maria Nazionale,Jammo jà[26],2010,N. D'Angelo,G,"['jammo', 'jà', '26']",NF
NF,Sonohra,Baby,2010,R. Tini e D. Fainello,G,['baby'],NF
NF,Toto Cutugno,Aeroplani,2010,"T. Cutugno, C. Romano e S. Iodice",M,['aeroplani'],NF
1º,Roberto Vecchioni,Chiamami ancora amore,2011,R. Vecchioni,M,"['chiamami', 'ancora', 'amore']",1
2º,Modà con Emma,Arriverà,2011,"F. Silvestre, E. Zapparoli e E. Palmosi",G,['arriverà'],2
3º,Al Bano,Amanda è libera,2011,"F. Berlincioni, A. Carrisi e A. Paoletti",M,"['amanda', 'libera']",3
4º,Davide Van De Sfroos,Yanez[22],2011,D. Bernasconi,M,"['yanez', '22']",4
5º,Luca Madonia con Franco Battiato,L'alieno,2011,L. Madonia,G,['alieno'],5
6º,La Crus,Io confesso,2011,M. E. Giovanardi e M. Curallo,G,['confesso'],6
7º,Nathalie,Vivo sospesa,2011,N. Giannitrapani,F,"['vivo', 'sospesa']",7
8º,Luca Barbarossa e Raquel del Rosario,Fino in fondo,2011,L. Barbarossa,G,"['fino', 'fondo']",8
9º,Anna Tatangelo,Bastardo,2011,"V. D'Agostino, A. Tatangelo e G. D'Alessio",F,['bastardo'],9
10º,Giusy Ferreri,Il mare immenso,2011,"Bungaro, G. Ferreri e M. Calò",F,"['mare', 'immenso']",10
NF (E4),Max Pezzali,Il mio secondo tempo,2011,M. Pezzali,M,"['secondo', 'tempo']",NF (E4)
NF (E4),Tricarico,Tre colori,2011,F. Mesolella,M,"['tre', 'colori']",NF (E4)
NF (E3),Anna Oxa,La mia anima d'uomo,2011,"L. Imerico, A. Oxa e R. Pacco",F,"['anima', 'uomo']",NF (E3)
NF (E3),Patty Pravo,Il vento e le rose,2011,D. Calvetti e M. Ciappelli,F,"['vento', 'rose']",NF (E3)
1º,Emma,Non è l'inferno,2012,"F. Silvestre, L. Sala e E. Palmosi",F,['inferno'],1
2º,Arisa,La notte,2012,G. Anastasi,F,['notte'],2
3º,Noemi,Sono solo parole,2012,F. Moro,F,['parole'],3
4º,Gigi D'Alessio e Loredana Bertè,Respirare,2012,L. D'Alessio e V. D'Agostino,G,['respirare'],4
5º,Pierdavide Carone e Lucio Dalla,Nanì,2012,P. Carone e L. Dalla,G,['nanì'],5
6º,Dolcenera,Ci vediamo a casa,2012,Dolcenera,F,"['vediamo', 'casa']",6
7º,Nina Zilli,Per sempre,2012,R. Casalino e N. Zilli,F,['sempre'],7
8º,Francesco Renga,La tua bellezza,2012,"F. Renga, D. Mancino e D. Faini",M,['bellezza'],8
9º,Samuele Bersani,Un pallone,2012,S. Bersani,M,['pallone'],9
10º,Eugenio Finardi,E tu lo chiami Dio,2012,R. Di Lorenzo,M,"['chiami', 'dio']",10
NF (E4),Matia Bazar,Sei tu,2012,"P. Cassano, G. Golzi e F. Perversi",G,[],NF (E4)
NF (E4),Chiara Civello,Al posto del mondo,2012,C. Civello e D. Tejera,F,"['posto', 'mondo']",NF (E4)
NF (E3),Irene Fornaciari,Grande mistero,2012,D. Van De Sfroos,F,['mistero'],NF (E3)
NF (E3),Marlene Kuntz,Canzone per un figlio,2012,"C. Godano, R. Tesio e L. Bergia",G,"['canzone', 'figlio']",NF (E3)
1º,Marco Mengoni,L'essenziale,2013,"R. Casalino, M. Mengoni e F. De Benedittis",M,['essenziale'],1
2º,Elio e le Storie Tese,La canzone mononota,2013,"S. Belisari, S. Conforti, D. L. Civaschi e N. Fasani",G,"['canzone', 'mononota']",2
3º,Modà,Se si potesse non morire,2013,F. Silvestre,G,"['potesse', 'morire']",3
4º,Malika Ayane,E se poi,2013,G. Sangiorgi,F,['poi'],4
5º,Raphael Gualazzi,Sai (ci basta un sogno),2013,R. Gualazzi,M,"['sai', 'basta', 'sogno']",5
6º,Daniele Silvestri,A bocca chiusa,2013,D. Silvestri,M,"['bocca', 'chiusa']",6
7º,Max Gazzè,Sotto casa,2013,"F. Gazzè, M. Gazzè e F. De Benedittis",M,"['sotto', 'casa']",7
8º,Chiara,Il futuro che sarà,2013,"F. Bianconi, L. Chiaravalli e L. Gonzalez Alea",F,"['futuro', 'sarà']",8
9º,Annalisa,Scintille,2013,D. Faini e A. Galbiati,F,['scintille'],9
10º,Maria Nazionale,È colpa mia,2013,G. Servillo e F. Mesolella,F,['colpa'],10
11º,Simone Cristicchi,La prima volta (che sono morto),2013,S. Cristicchi e L. Pari,M,"['prima', 'volta', 'morto']",11
12º,Marta sui Tubi,Vorrei,2013,"G. Gulino, M. Boschi, C. Pipitone, P. Pischedda e I. Paolini",F,['vorrei'],12
13º,Simona Molinari con Peter Cincotti,La felicità,2013,"S. Molinari, M. Vultaggio, P. Cincotti e C. Avarello",G,['felicità'],13
14º,Almamegretta,Mamma non lo sa,2013,"G. Della Volpe, P. Polcari e G. Tesone",G,"['mamma', 'sa']",14
NF,Marco Mengoni,Bellissimo,2013,"G. Nannini, Pacifico e D. Tagliapietra",M,['bellissimo'],NF
NF,Modà,Come l'acqua dentro il mare,2013,F. Silvestre,G,"['acqua', 'dentro', 'mare']",NF
NF,Elio e le Storie Tese,Dannati forever,2013,"S. Belisari, S. Conforti, D. L. Civaschi e N. Fasani",G,"['dannati', 'forever']",NF
NF,Marta sui Tubi,Dispari,2013,"G. Gulino, M. Boschi, C. Pipitone, P. Pischedda e I. Paolini",F,['dispari'],NF
NF,Simona Molinari con Peter Cincotti,Dr. Jekyll Mr. Hyde,2013,L. Luttazzi e A. Zeppieri,G,"['dr', 'jekyll', 'mr', 'hyde']",NF
NF,Max Gazzè,I tuoi maledettissimi impegni,2013,"F. Gazzè, M. Gazzè, e M. Buzzanca",M,"['maledettissimi', 'impegni']",NF
NF,Daniele Silvestri,Il bisogno di te (ricatto d'onor),2013,D. Silvestri,M,"['bisogno', 'ricatto', 'onor']",NF
NF,Chiara,L'esperienza dell'amore,2013,F. Zampaglione e D. Zampaglione,F,"['esperienza', 'dell', 'amore']",NF
NF,Simone Cristicchi,Mi manchi,2013,"S. Cristicchi, F. Di Salvo e R. Pacco",M,['manchi'],NF
NF,Malika Ayane,Niente,2013,G. Sangiorgi,F,[],NF
NF,Annalisa,Non so ballare,2013,E. Meta,F,"['so', 'ballare']",NF
NF,Almamegretta,Onda che vai,2013,F. Zampaglione e D. Zampaglione,G,"['onda', 'vai']",NF
NF,Maria Nazionale,Quando non parlo,2013,E. Gragnaniello,F,['parlo'],NF
NF,Raphael Gualazzi,Senza ritegno,2013,R. Gualazzi,M,['ritegno'],NF
1º,Arisa,Controvento,2014,G. Anastasi,F,['controvento'],1
2º,Raphael Gualazzi & The Bloody Beetroots,Liberi o no,2014,"R. Gualazzi, B. Rifo, L. Beccafichi",G,['liberi'],2
3º,Renzo Rubino,Ora,2014,"R. Rubino, A. Rodini",M,['ora'],3
4º,Francesco Renga,Vivendo adesso,2014,E. Toffoli,M,"['vivendo', 'adesso']",4
5º,Noemi,Bagnati dal sole,2014,"Noemi, C. Ailin, R. Frenneaux",F,"['bagnati', 'sole']",5
6º,Perturbazione,L'unica,2014,"T. Cerasuolo, G. Giancursi, R. Lo Mele, A. Baracco, E. Diana, C. Lo Mele",G,['unica'],6
7º,Cristiano De André,Il cielo è vuoto,2014,"D. Mancino, C. De André, D. Faini",M,"['cielo', 'vuoto']",7
8º,Frankie hi-nrg mc,Pedala,2014,"F. Di Gesú, C. Galbignani, L. Beccafichi",M,['pedala'],8
9º,Giusy Ferreri,Ti porto a cena con me,2014,"R. Casalino, D. Faini",F,"['porto', 'cena']",9
10º,Francesco Sarcina,Nel tuo sorriso,2014,F. Sarcina,M,['sorriso'],10
11º,Giuliano Palma,Così lontano,2014,"N. Zilli, M. Ciappelli, A. Flora",M,['lontano'],11
12º,Antonella Ruggiero,Da lontano,2014,"A. Ruggiero, A. Graziano, A. Rossi, R. Colombo",F,['lontano'],12
